IDCustomer,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner,PreferredPaymentMethod
C00205,Mr.,Cameron,Boyd,1987-03-11,M,M,cameron.boyd@outlook.com,91105,4,Graduate Degree,Skilled Manual,N,PayPal
C00206,Mr.,Kaden,Willis,1959-09-10,M,M,kaden.willis@gmail.com,69486,4,Partial High School,Professional,Y,Google Pay
C00207,Mr.,Brandon,Howell,1977-04-27,M,M,brandon.howell@live.com,285346,2,Bachelors,Professional,N,PayPal
C00208,Dr.,Kristen,Reyes,1965-04-11,M,F,kristen.reyes@gmail.com,105458,0,Partial High School,Clerical,Y,Credit Card
C00209,Mrs.,Becky,Murphy,1968-04-22,S,F,becky.murphy@gmail.com,84624,2,Graduate Degree,Manual,Y,Google Pay
C00210,Mr.,Gabriel,Montgomery,1958-05-22,S,M,gabriel.montgomery@aol.com,118538,1,Graduate Degree,Skilled Manual,Y,Google Pay
C00211,Mr.,Owen,Stevens,1988-07-15,M,M,owen.stevens@gmail.com,96445,2,Bachelors,Skilled Manual,Y,PayPal
C00212,Mr.,Rowan,Daniels,1981-12-19,M,M,rowan.daniels@gmail.com,74387,3,Bachelors,Skilled Manual,N,PayPal
C00213,Ms.,Anita,Mendez,1986-06-02,S,F,anita.mendez@outlook.com,51181,2,Bachelors,Management,N,Credit Card
C00214,Dr.,Nicholas,Webb,1956-11-15,M,M,nicholas.webb@outlook.com,58662,4,Bachelors,Professional,Y,Google Pay
C00215,Ms.,Edna,Garza,1960-05-09,M,F,edna.garza@gmail.com,68749,1,Partial High School,Manual,N,Credit Card
C00216,Mr.,Carl,Dean,1967-09-22,M,M,carl.dean@live.com,32400,3,Bachelors,Management,Y,Credit Card
C00217,Mrs.,Kimberly,Howard,1984-11-20,M,F,kimberly.howard@gmail.com,248777,0,Graduate Degree,Professional,N,Credit Card
C00218,Mr.,Bryan,Aguilar,1969-02-21,S,M,bryan.aguilar@outlook.com,74583,1,High School,Skilled Manual,N,PayPal
C00219,Mrs.,AnNa,Simmons,1980-02-18,S,F,anna.simmons@yahoo.com,74198,2,Bachelors,Professional,Y,PayPal
C00220,Ms.,Willow ,Jensen,1985-10-15,M,F,willow.jensen@yahoo.com,32100,4,Bachelors,Professional,Y,Apple Pay
C00221,Mr.,Jacob,Mendoza,1976-08-11,M,M,jacob.mendoza@gmail.com,232347,0,Partial College,Management,Y,Credit Card
C00222,Ms.,jocelyn,Lewis,1958-11-06,S,F,jocelyn.lewis@outlook.com,61921,2,Partial High School,Clerical,Y,Credit Card
C00223,Ms.,Kelly,Franklin,1996-07-23,S,F,kelly.franklin@gmail.com,108373,1,Bachelors,Skilled Manual,N,Apple Pay
C00224,Ms.,Lynn, Martin ,1972-01-22,S,F,lynn.martin@yahoo.com,79882,1,Bachelors,Professional,Y,Credit Card
C00225,Mrs.,Marie,Gordon,1967-03-23,S,F,marie.gordon@hotmail.com,126828,2,High School,Management,Y,Credit Card
C00226,Mr.,Max,Gutierrez,1982-10-26,M,M,max.gutierrez@gmail.com,92805,1,Partial College,Management,Y,Google Pay
C00227,Mrs.,Naomi,Delgado,1992-02-03,M,F,naomi.delgado@yahoo.com,140529,2,High School,Management,N,Google Pay
C00228,Ms.,Ava,Tran,1971-04-26,M,F,ava.tran@gmail.com,85457,3,Bachelors,Management,N,Credit Card
C00229,Mr .,Bennett,Rios,1970-07-13,M,M,bennett.rios@gmail.com,98218,4,High School,Professional,N,PayPal
C00230,Ms.,Cheryl,Warren,1966-03-07,S,F,cheryl.warren@hotmail.com,226048,1,Partial High School,Clerical,Y,Credit Card
C00231,Mr.,Nathan,Spencer,1975-03-28,M,M,nathan.spencer@yahoo.com,31148,2,Partial College,Skilled Manual,Y,PayPal
C00232,Mrs.,Tammy,Payne,1964-08-25,M,F,tammy.payne@protonmail.com,91620,4,Bachelors,Clerical,Y,Credit Card
C00233,Ms.,Judy,Carter,1970-02-03,S,F,judy.carter@gmail.com,92183,1,Bachelors,Clerical,N,Google Pay
C00234,Ms.,Thelma,Cox,1961-12-23,S,F,thelma.cox@gmail.com,38617,0,Bachelors,N/A,N,Credit Card
C00235,Mr.,Philip,nelson,1964-10-05,M,M,philip.nelson@gmail.com,73115,0,Bachelors,Management,Y,Credit Card
C00236,Mr.,Gavin,Flores,1957-06-15,S,M,gavin.flores@icloud.com,58017,2,High School,Management,Y,Credit Card
C00237,Mrs.,Catherine,Walsh,1996-04-16,M,F,catherine.walsh@gmail.com,79903,4,Partial College,Skilled Manual,Y,Credit Card
C00238,Mr.,Evan,Long,1956-11-16,M,M,evan.long@gmail.com,59201,4,Bachelors,Professional,N,Apple Pay
C00239,Mrs.,Lillian,Campbell,1992-10-14,M,F,lillian.campbell@live.com,99325,0,Bachelors,Skilled Manual,Y,Apple Pay
C00240,Mr.,Gregory,Jordan,1959-12-03,S,M,gregory.jordan@yahoo.com,95104,1,Bachelors,Manual,Y,PayPal
C00241,Mr.,Axel,Gilbert,1955-07-07,S,M,axel.gilbert@gmail.com,48012,0,Bachelors,Skilled Manual,N,Apple Pay
C00242,Mr.,Thomas,Thompson,1991-06-06,M,M,thomas.thompson@outlook.com,79399,1,High School,Clerical,N,Credit Card
C00243,Mr.,Gage,Henderson,1995-05-15,S,M,gage.henderson@gmail.com,73330,1,High School,Skilled Manual,N,PayPal
C00244,Mr.,Sebastian, Alexander ,1990-02-06,M,M,sebastian.alexander@gmail.com,43736,0,Partial College,Professional,Y,Credit Card
C00245,Mr.,Ralph,Kim,1995-01-09,M,M,ralph.kim@gmail.com,46169,2,Bachelors,Management,N,Credit Card
C00246,Ms.,Shirley,Miller,1976-08-02,M,F,shirley.miller@outlook.com,46080,1,Partial College,Professional,N,Apple Pay
C00247,Mrs.,Stella,Guzman,1993-12-06,M,F,stella.guzman@gmail.com,39711,0,Bachelors,Skilled Manual,Y,Apple Pay
C00248,Ms.,Eliana,Powell,1991-06-18,S,F,eliana.powell@gmail.com,27947,2,Graduate Degree,Manual,Y,Credit Card
C00249,Ms.,Esther,Watkins,1975-02-24,S,F,esther.watkins@gmail.com,65563,1,Bachelors,Professional,Y,Apple Pay
C00250,Mr.,Anthony,Garcia,1957-07-13,M,,anthony.garcia@gmail.com,229913,2,Graduate Degree,Clerical,Y,Apple Pay
C00251,Mr.,Jeffrey,Simpson,1995-08-27,M,M,jeffrey.simpson@outlook.com,74280,1,Bachelors,Clerical,N,PayPal
C00252,Mr.,Griffin,Armstrong,1996-10-19,M,M,griffin.armstrong@live.com,55562,4,Partial College,Skilled Manual,Y,Google Pay
C00253,Mr.,Jasper,Weaver,1956-02-12,M,M,jasper.weaver@gmail.com,87950,3,Bachelors,Professional,N,Google Pay
C00254,Mrs.,Elaine,Griffin,1981-01-10,M,F,elaine.griffin@gmail.com,49162,4,Partial High School,Professional,N,Credit Card
C00255,Dr.,Stacy,Santiago,1996-04-02,M,F,stacy.santiago@gmail.com,61858,2,Graduate Degree,Professional,N,Credit Card
C00256,Mr.,Liam,Andrews,1959-11-08,S,M,liam.andrews@gmail.com,60607,1,Bachelors,Professional,Y,Google Pay
C00257,Dr.,Gladys,Hernandez,1963-10-09,M,F,gladys.hernandez@gmail.com,141402,0,Partial College,Skilled Manual,N,Credit Card
C00258,Dr.,Jayden,O'Brien,1997-04-23,S,M,jayden.obrien@gmail.com,40634,2,Partial High School,Clerical,N,Credit Card
C00259,Mr.,Jeremy,Cook,1966-01-14,M,M,jeremy.cook@gmail.com,25181,1,Partial College,Clerical,Y,Credit Card
C00260,Mr.,Dominic,James,1972-01-19,M,M,dominic.james@gmail.com,87438,1,High School,Management,N,Credit Card
C00261,Mr.,Ryder,Zimmerman,1991-08-09,M,M,ryder.zimmerman@gmail.com,122400,1,Partial High School,Professional,Y,PayPal
C00262,Dr.,Elena,Green,1999-03-27,M,F,elena.green@gmail.com,102436,1,Bachelors,Professional,Y,Google Pay
C00263,Mr.,Zachary,West,1956-05-15,M,M,zachary.west@gmail.com,116688,4,Partial College,Clerical,Y,Apple Pay
C00264,Mr.,Louis,Berry,1977-10-09,M,M,louis.berry@gmail.com,98655,3,Partial High School,Professional,Y,Credit Card
C00265,Mr.,Jordan,Bailey,1964-03-13,M,M,jordan.bailey@protonmail.com,71415,3,Bachelors,Management,Y,Credit Card
C00266,Ms.,MeReDiTh,Stone,1998-10-07,M,F,meredith.stone@icloud.com,107278,4,Partial College,Professional,N,Apple Pay
C00267,Mr.,Harold,Vargas,1993-01-17,S,M,harold.vargas@yahoo.com,60092,2,Graduate Degree,Management,Y,PayPal
C00268,Mr.,Tyler,Arnold,1981-09-27,M,M,tyler.arnold@gmail.com,65053,2,Partial High School,Skilled Manual,N,Credit Card
C00269,Mrs.,Natalie,Gibson,1960-02-14,M,F,natalie.gibson@gmail.com,79559,1,Bachelors,Skilled Manual,Y,Credit Card
C00270,Dr.,Serenity,Dominguez,1992-11-05,S,F,serenity.dominguez@icloud.com,96400,2,Bachelors,Skilled Manual,Y,PayPal
C00271,Ms.,Stephanie,Williamson,1984-08-05,M,F,stephanie.williamson@gmail.com,91759,1,Bachelors,Clerical,Y,Credit Card
C00272,Ms.,Nora,Wong,1968-09-19,S,F,nora.wong@gmail.com,98845,0,Partial High School,Professional,Y,PayPal
C00273,Mr.,James,Torres,1959-06-15,M,M,james.torres@yahoo.com,32666,1,High School,Management,Y,Apple Pay
C00274,Mr.,Terry,Medina,1985-04-09,M,M,terry.medina@gmail.com,81348,2,High School,Clerical,N,Apple Pay
C00275,Mrs.,Debra,Harris,1983-01-07,M,F,debra.harris@gmail.com,53024,2,High School,Professional,N,PayPal
C00276,Mrs.,Danielle,Hicks,1982-11-01,S,F,danielle.hicks@protonmail.com,97286,1,High School,Clerical,N,PayPal
C00277,Ms.,Audrey,Rodriguez,1992-06-03,M,F,audrey.rodriguez@gmail.com,37028,2,Bachelors,Manual,N,Credit Card
C00278,Mrs.,Betty,Bryant,1987-11-19,M,F,betty.bryant@gmail.com,91084,1,Bachelors,Professional,Y,Credit Card
C00279,Ms.,Ruby,Jones,1989-06-06,S,F,ruby.jones@yahoo.com,28227,0,Graduate Degree,Skilled Manual,Y,Credit Card
C00280,Mr .,Timothy,Williams,1986-03-14,S,M,timothy.williams@gmail.com,98501,1,Bachelors,Professional,N,Google Pay
C00281,Mr.,Jackson,Pierce,1974-10-18,S,M,jackson.pierce@gmail.com,59679,2,High School,Manual,N,Credit Card
C00282,Mr.,Lincoln,Ryan,1961-10-22,M,M,lincoln.ryan@outlook.com,30141,0,Bachelors,Skilled Manual,Y,Credit Card
C00283,Mr.,Ronald,Reynolds,1960-10-12,M,M,ronald.reynolds@gmail.com,70692,0,Graduate Degree,Clerical,Y,Credit Card
C00284,Mr.,Mason,Reid,1955-04-24,S,M,mason.reid@aol.com,70451,2,Partial High School,Skilled Manual,Y,PayPal
C00285,Mrs.,Paula,Gomez,1980-06-18,M,F,paula.gomez@aol.com,64327,2,Graduate Degree,Clerical,Y,Credit Card
C00286,Mr.,Cooper,Adams,1965-12-17,M,M,cooper.adams@gmail.com,46316,3,Bachelors,Professional,N,PayPal
C00287,Mr.,Daniel,Marshall,1973-10-06,S,M,daniel.marshall@icloud.com,113294,2,Partial High School,Clerical,Y,PayPal
C00288,Ms.,Mia,Lee,1982-05-05,M,F,mia.lee@outlook.com,145035,2,Graduate Degree,Management,N,PayPal
C00289,Mr.,Micah,Rogers,1959-11-17,M,M,micah.rogers@gmail.com,25489,4,Partial High School,Clerical,N,Credit Card
C00290,Dr.,Jace,Stephens,1997-07-27,M,M,jace.stephens@yahoo.com,29657,1,Partial College,Clerical,Y,Credit Card
C00291,Mr.,Wesley,Snyder,1959-08-11,S,M,wesley.snyder@yahoo.com,135302,0,Partial College,Management,Y,Credit Card
C00292,Ms.,Doreen,Parker,1959-11-04,S,F,doreen.parker@gmail.com,252302,0,Bachelors,Professional,N,Credit Card
C00293,Mr.,Logan,Flores,1999-06-21,S,M,logan.flores@hotmail.com,121814,0,High School,Professional,N,PayPal
C00294,Mrs.,Katherine,Kim,1985-03-26,M,F,katherine.kim@gmail.com,55480,0,Partial College,Clerical,Y,PayPal
C00295,Ms.,Vivian,Contreras,1975-07-13,M,F,vivian.contreras@gmail.com,44426,1,Bachelors,Management,N,Credit Card
C00296,Mr.,Theo,Young,1979-05-04,M,M,theo.young@gmail.com,29201,2,Graduate Degree,Professional,Y,Google Pay
C00297,Dr.,Bentley,Williams,1976-09-24,S,M,bentley.williams@gmail.com,95445,1,Graduate Degree,Clerical,Y,Credit Card
C00298,Ms.,Doris,Wagner,1978-07-25,M,F,doris.wagner@outlook.com,82615,2,Graduate Degree,Management,Y,PayPal
C00299,Mr.,Victor,Nunez,1958-12-07,M,M,victor.nunez@gmail.com,85425,1,Bachelors,Clerical,N,Credit Card
C00300,Mrs.,Martha,Ryan,1981-04-08,S,F,martha.ryan@gmail.com,225226,0,Graduate Degree,Skilled Manual,N,Credit Card
C00301,Ms.,Theresa,Taylor,1977-04-24,M,F,theresa.taylor@gmail.com,85542,3,Bachelors,Manual,N,Credit Card
C00302,Mr.,Charles,Fernandez,1989-05-03,S,M,charles.fernandez@gmail.com,104783,1,Partial College,Manual,N,Apple Pay
C00303,Mr.,Bradley,Li,1974-11-19,M,M,bradley.li@gmail.com,81486,3,Graduate Degree,Clerical,Y,Credit Card
C00304,Ms.,Sara,Lane,1973-05-18,M,F,sara.lane@outlook.com,56172,2,Partial High School,Clerical,Y,Google Pay
C00305,Mr.,Mark,Butler,1978-03-05,M,M,mark.butler@gmail.com,149426,4,Bachelors,Manual,Y,Credit Card
C00306,Ms.,Peyton,Spencer,1959-03-17,M,F,peyton.spencer@gmail.com,62801,3,Partial High School,Professional,N,Credit Card
C00307,Mr.,Caleb,Knight,1961-02-25,M,M,caleb.knight@outlook.com,225992,4,Partial College,Clerical,N,Credit Card
C00308,Mrs.,Cindy,Perez,1980-03-03,M,F,cindy.perez@gmail.com,111279,0,Graduate Degree,Management,Y,Credit Card
C00309,Mr.,Oliver,Figueroa,1959-12-16,M,M,oliver.figueroa@outlook.com,65754,1,Partial College,Skilled Manual,Y,Credit Card
C00310,Mr.,Bryson,Collins,1983-09-11,S,M,bryson.collins@gmail.com,137331,1,Partial High School,Clerical,Y,PayPal
C00311,Ms.,Courtney,Mills,1977-04-04,S,F,courtney.mills@hotmail.com,48560,1,High School,Management,N,Apple Pay
C00312,Ms.,Gail,Harvey,1976-11-26,S,F,gail.harvey@live.com,50589,1,Bachelors,Professional,N,PayPal
C00313,Mr.,Carter,Walker,1972-07-03,M,M,carter.walker@gmail.com,74512,4,Graduate Degree,Clerical,N,Credit Card
C00314,Mr.,Declan,Chapman,1986-01-08,S,M,declan.chapman@gmail.com,73403,2,High School,Management,Y,PayPal
C00315,Ms.,Ellen,Wallace,1986-08-04,S,F,ellen.wallace@gmail.com,32137,2,Partial College,Professional,Y,Credit Card
C00316,Ms.,Melissa,Cunningham,1975-08-14,S,F,melissa.cunningham@icloud.com,263739,2,Graduate Degree,Clerical,Y,Credit Card
C00317,Dr.,Bernice,Garcia,1966-05-26,S,F,bernice.garcia@gmail.com,58480,2,High School,Management,Y,Credit Card
C00318,Ms.,Arianna,Jackson,1969-03-23,M,F,arianna.jackson@gmail.com,162733,1,Partial College,Skilled Manual,Y,Credit Card
C00319,Mrs.,Abigail,Maldonado,1976-02-12,S,F,abigail.maldonado@icloud.com,91490,1,Graduate Degree,Professional,Y,Apple Pay
C00320,Mr.,Milo,Gray,1984-12-08,S,M,milo.gray@hotmail.com,67742,0,Bachelors,Skilled Manual,N,PayPal
C00321,Dr.,Justin,Williamson,1985-08-03,S,M,justin.williamson@gmail.com,26537,2,Partial College,Clerical,Y,Credit Card
C00322,Mr.,Sean,Watkins,1975-12-10,S,M,sean.watkins@hotmail.com,99784,1,Bachelors,Management,Y,PayPal
C00323,Mr.,Brody,Wells,1963-10-25,M,M,brody.wells@live.com,49369,3,Graduate Degree,Management,Y,Credit Card
C00324,Mr.,Colton,Hale,1974-05-11,S,M,colton.hale@gmail.com,274952,1,Bachelors,Clerical,Y,PayPal
C00325,Mr.,Willie,Moreno,1971-09-25,M,M,willie.moreno@gmail.com,79498,2,Bachelors,Skilled Manual,N,Credit Card
C00326,Mrs.,Jenna,Bennett,1998-12-05,S,F,jenna.bennett@outlook.com,54333,1,High School,Clerical,Y,PayPal
C00327,Ms.,Madison,Gordon,1982-12-16,M,F,madison.gordon@yahoo.com,78460,3,Bachelors,Management,N,PayPal
C00328,Mr.,pARKER,Ross,1956-05-21,M,M,parker.ross@gmail.com,25345,1,Graduate Degree,Skilled Manual,N,Google Pay
C00329,Dr.,George,Webb,1978-08-18,S,M,george.webb@outlook.com,52019,1,Bachelors,Skilled Manual,N,Credit Card
C00330,Ms.,REGINA,Stone,1985-07-27,M,F,regina.stone@gmail.com,48183,0,Bachelors,Management,N,Credit Card
C00331,Mr.,Paul,Harris,1962-08-26,M,M,paul.harris@gmail.com,56600,1,Bachelors,Skilled Manual,N,Credit Card
C00332,Mrs.,Ivy,Henderson,1999-06-17,S,F,ivy.henderson@gmail.com,36254,2,Graduate Degree,Clerical,N,Google Pay
C00333,Mr.,Lucas,Smith,1985-06-13,S,M,lucas.smith@gmail.com,140618,1,Bachelors,Management,N,Credit Card
C00334,Ms.,Nicole,Walsh,1986-03-24,M,F,nicole.walsh@yahoo.com,85017,0,Bachelors,Professional,Y,Credit Card
C00335,Mr.,Steven,Andrews,1998-02-11,S,M,steven.andrews@gmail.com,41069,0,Partial College,Clerical,Y,PayPal
C00336,Ms.,Sofia,Chambers,1958-10-13,M,F,sofia.chambers@gmail.com,58788,0,Bachelors,Professional,N,Credit Card
C00337,Mr.,Jonathan,Peterson,1995-11-27,M,M,jonathan.peterson@yahoo.com,58084,0,High School,Professional,Y,Credit Card
C00338,Mrs.,Jasmine,White,1981-08-08,M,F,jasmine.white@yahoo.com,229069,3,Graduate Degree,Professional,Y,Credit Card
C00339,Mr.,Juan,Powell,1995-02-14,M,M,juan.powell@outlook.com,66816,0,Partial High School,Management,Y,Credit Card
C00340,Mr.,Chase,Armstrong,1986-04-12,S,M,chase.armstrong@gmail.com,41366,1,Partial High School,Professional,Y,Credit Card
C00341,Mrs.,Riley,Kelley,1966-04-09,M,F,riley.kelley@yahoo.com,45459,3,Bachelors,Clerical,Y,PayPal
C00342,Mrs.,Juanita,Willis,1978-04-01,M,F,juanita.willis@gmail.com,83205,3,Partial College,Skilled Manual,Y,Credit Card
C00343,Mr.,Roy,Arnold,1956-09-05,S,M,roy.arnold@outlook.com,31059,1,Bachelors,Clerical,N,Credit Card
C00344,Mr.,Nolan,Watson,1982-11-16,S,M,nolan.watson@gmail.com,60202,1,Graduate Degree,Management,Y,PayPal
C00345,Mr.,kaiden,Boyd,1994-12-16,M,M,kaiden.boyd@gmail.com,142552,4,Graduate Degree,Management,N,Apple Pay
C00346,Mr.,Maxwell,Medina,1970-03-10,S,M,maxwell.medina@outlook.com,78845,1,Graduate Degree,Professional,N,Credit Card
C00347,Mr.,Kenneth,Hunt,1990-07-18,M,M,kenneth.hunt@gmail.com,71521,2,Partial College,Professional,N,Credit Card
C00348,Ms.,Faith,Nichols,1967-06-21,M,F,faith.nichols@hotmail.com,31471,3,Partial High School,Management,Y,PayPal
C00349,Ms.,Mackenzie,French ,1973-11-26,S,F,mackenzie.french@icloud.com,74157,1,Graduate Degree,Professional,N,Credit Card
C00350,Ms.,Autumn,Meyer,1997-03-17,M,F,autumn.meyer@gmail.com,205930,2,Bachelors,Clerical,Y,Apple Pay
C00351,Mrs.,Kennedy, Espinoza ,1962-06-23,M,F,kennedy.espinoza@outlook.com,91268,1,Partial College,Management,Y,Apple Pay
C00352,Mr.,Dean,O'Brien,1960-10-12,M,M,dean.obrien@gmail.com,29531,3,Partial College,Manual,Y,Credit Card
C00353,Mrs.,Brittney,Davis,1989-12-19,S,F,brittney.davis@icloud.com,77589,0,Bachelors,Manual,N,PayPal
C00354,Mr.,Eric,Berry,1978-07-13,M,M,eric.berry@yahoo.com,131846,2,Bachelors,Management,Y,Apple Pay
C00355,Mr.,Cole,Sanders,1959-12-07,M,M,cole.sanders@gmail.com,40191,4,Bachelors,Clerical,Y,Credit Card
C00356,Mr.,Patrick,Foster,1991-09-10,M,M,patrick.foster@gmail.com,223491,3,Bachelors,Management,Y,Credit Card
C00357,Mr.,Gerald,Sanchez,1993-09-05,S,M,gerald.sanchez@gmail.com,120560,0,High School,Professional,N,Credit Card
C00358,Mrs.,Hailey,Carpenter,1980-02-12,M,F,hailey.carpenter@outlook.com,31994,3,Partial College,Manual,Y,Credit Card
C00359,Ms.,Valentina,Wood,1995-01-04,M,F,valentina.wood@gmail.com,84501,0,Partial College,Professional,N,Credit Card
C00360,Mrs.,Elizabeth,Johnston,1964-08-26,M,F,elizabeth.johnston@protonmail.com,37547,1,Bachelors,Skilled Manual,N,Credit Card
C00361,Mr.,Joseph,Cook,1992-09-11,M,M,joseph.cook@gmail.com,91766,2,High School,Clerical,Y,Credit Card
C00362,Mr.,Alexander,Lopez,1956-11-28,S,M,alexander.lopez@gmail.com,79646,1,Bachelors,Clerical,Y,Credit Card
C00363,Mr.,Levi,Hayes,1960-10-10,M,M,levi.hayes@outlook.com,62553,0,Partial High School,Professional,N,Credit Card
C00364,Ms.,Lori ,Hall,1959-03-05,S,F,lori.hall@aol.com,48210,0,Bachelors,Management,N,Credit Card
C00365,Mr.,Austin,Ortega,1979-06-28,S,M,austin.ortega@outlook.com,124780,2,Partial College,Skilled Manual,Y,PayPal
C00366,Mr.,Noah,MURRAY,1965-04-09,M,M,noah.murray@protonmail.com,75937,2,High School,Professional,Y,Credit Card
C00367,Dr.,Andrea,Silva,1991-12-25,M,F,andrea.silva@gmail.com,266093,1,Bachelors,Manual,Y,PayPal
C00368,Mr.,Roger,Clark,1976-12-03,M,M,roger.clark@protonmail.com,82215,0,Bachelors,Manual,N,Credit Card
C00369,Ms.,Claire,Howell,1982-09-25,M,F,claire.howell@gmail.com,55929,2,Partial High School,Clerical,Y,Credit Card
C00370,Mrs.,Rachel,Simpson,1997-04-24,M,F,rachel.simpson@protonmail.com,127491,3,Graduate Degree,Clerical,Y,Credit Card
C00371,Dr.,Lillian,Stewart,1989-09-22,S,F,lillian.stewart@gmail.com,73278,1,High School,Management,Y,Credit Card
C00372,Mrs.,Kristin,Duncan,1982-01-04,S,F,kristin.duncan@gmail.com,37648,0,High School,Clerical,Y,Credit Card
C00373,Mr.,Theodore,Shaw,1981-11-15,S,M,theodore.shaw@yahoo.com,55534,0,Graduate Degree,Management,N,Credit Card
C00374,Mr.,Everett,Nguyen,1988-08-26,M,M,everett.nguyen@outlook.com,123034,0,High School,Manual,Y,Apple Pay
C00375,Mrs.,Mildred,Bishop,1963-10-08,S,F,mildred.bishop@icloud.com,86228,1,High School,Management,Y,Credit Card
C00376,Dr.,Leah,Elliott,1994-03-23,M,F,leah.elliott@gmail.com,46097,1,Bachelors,Professional,Y,PayPal
C00377,Ms.,Joyce,Russell,1970-01-11,M,F,joyce.russell@gmail.com,144316,0,Bachelors,Skilled Manual,Y,Credit Card
C00378,Mr.,Billy,Edwards,1969-12-24,M,M,billy.edwards@outlook.com,53176,3,Bachelors,Clerical,Y,Credit Card
C00379,Mr.,Bobby,Hanson,1961-06-27,S,M,bobby.hanson@outlook.com,52196,0,Bachelors,Professional,Y,Google Pay
C00380,Ms.,Emma,Stevens,1990-02-10,S,F,emma.stevens@gmail.com,36835,2,Partial College,Professional,Y,Credit Card
C00381,Mr.,Donald,Gardner,1986-11-01,S,M,donald.gardner@gmail.com,41327,2,Bachelors,Management,Y,Credit Card
C00382,Mr.,Emmett,RaY,1981-08-01,S,M,emmett.ray@gmail.com,47671,0,High School,Manual,Y,Credit Card
C00383,Mr.,Eugene,Holmes,1966-05-15,M,M,eugene.holmes@gmail.com,84402,3,Partial College,Professional,Y,Credit Card
C00384,Ms.,Madelyn,Goodwin,1961-10-04,M,F,madelyn.goodwin@gmail.com,50862,0,Graduate Degree,Professional,Y,Credit Card
C00385,Mrs.,Rose,Chen,1987-11-02,M,F,rose.chen@gmail.com,139259,4,Bachelors,Management,N,Credit Card
C00386,Mr.,Roman,Campbell,1999-02-07,M,M,roman.campbell@gmail.com,129298,0,Bachelors,Professional,Y,Credit Card
C00387,Mr.,Hugo,Dixon,1958-04-11,S,M,hugo.dixon@hotmail.com,126534,1,Bachelors,Clerical,N,Apple Pay
C00388,Ms.,Gabriella,Allen,1997-05-02,M,F,gabriella.allen@hotmail.com,94651,3,Bachelors,Professional,Y,Credit Card
C00389,Ms.,Maria,Miller,1962-05-16,S,F,maria.miller@gmail.com,127251,2,Partial High School,Professional,Y,PayPal
C00390,Mr.,Russell,Washington,1988-10-01,S,M,russell.washington@gmail.com,53653,0,Partial High School,Management,N,Credit Card
C00391,Mr.,Beckett,GoNzAlEz,1977-05-18,M,M,beckett.gonzalez@gmail.com,28217,2,Graduate Degree,Professional,N,Apple Pay
C00392,Ms.,Janice,Alvarado,1999-11-19,M,F,janice.alvarado@gmail.com,47186,3,Partial College,Professional,Y,Credit Card
C00393,Mr.,Jesse,Jenkins,1967-07-05,M,M,jesse.jenkins@outlook.com,43364,3,Graduate Degree,Manual,Y,PayPal
C00394,Mr.,Robert,Martinez,1976-02-21,M,M,robert.martinez@gmail.com,59990,1,Bachelors,Skilled Manual,Y,Credit Card
C00395,Mr.,William,Salazar,1992-02-19,M,M,william.salazar@gmail.com,39619,4,Partial College,Management,N,Apple Pay
C00396,Mr.,Elijah,Reynolds,1988-01-22,M,M,elijah.reynolds@gmail.com,270118,0,Partial College,Clerical,Y,Google Pay
C00397,Mr.,Raymond,Greene,1975-06-23,M,M,raymond.greene@gmail.com,76038,2,Graduate Degree,Clerical,N,Credit Card
C00398,Ms.,Emery,Morales,1980-08-18,M,F,emery.morales@gmail.com,44372,4,High School,Skilled Manual,N,PayPal
C00399,Mr.,Asher  ,Wheeler,1990-08-11,M,M,asher.wheeler@outlook.com,229450,0,Bachelors,Management,Y,Credit Card
C00400,Mr.,Brian,Rios,1987-07-17,single,M,brian.rios@icloud.com,31869,0,Graduate Degree,Skilled Manual,Y,Apple Pay
C00401,Ms.,Vanessa,Guerrero,1977-12-10,M,F,vanessa.guerrero@gmail.com,138602,0,Partial High School,Clerical,N,Google Pay
C00402,Mrs.,Caroline,Romero,1998-06-15,S,F,caroline.romero@gmail.com,39494,2,Bachelors,Management,Y,Credit Card
C00403,Dr.,Axel,Perkins,1982-11-22,S,M,axel.perkins@icloud.com,71087,0,High School,Skilled Manual,Y,Credit Card
C00404,Ms.,Teresa,Owens,1965-05-28,S,F,teresa.owens@gmail.com,286234,0,Graduate Degree,,N,Credit Card
C00405,Mr.,Aaron,Coleman,1993-08-04,M,M,aaron.coleman@gmail.com,26066,1,High School,Clerical,Y,PayPal
